date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:25:59	98171/98171	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jan%202024%2002:10:30%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-915.css?ver=1705457430	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-9154fdc.css	(from https://kitpro.site/tutturu/)
22:26:00	12574/12574	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jan%202024%2002:10:30%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-358.css?ver=1705457430	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-3584fdc.css	(from https://kitpro.site/tutturu/)
22:26:00	14335/14335	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jan%202024%2002:10:30%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-364.css?ver=1705457430	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-3644fdc.css	(from https://kitpro.site/tutturu/)
22:26:00	22474/22474	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2002:16:45%20GMT	https://kitpro.site/tutturu/wp-content/plugins/metform/public/assets/css/text-editor.css?ver=3.5.0	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/metform/public/assets/css/text-editor3b71.css	(from https://kitpro.site/tutturu/)
22:26:01	6082/6082	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2002:17:22%20GMT	https://kitpro.site/tutturu/wp-content/themes/hello-elementor/style.min.css?ver=2.8.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/themes/hello-elementor/style.min1102.css	(from https://kitpro.site/tutturu/)
22:26:01	13055/13055	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2002:17:22%20GMT	https://kitpro.site/tutturu/wp-content/themes/hello-elementor/theme.min.css?ver=2.8.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/themes/hello-elementor/theme.min1102.css	(from https://kitpro.site/tutturu/)
22:26:02	124837/124837	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:23:05%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=3.0.6	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons7c45.css	(from https://kitpro.site/tutturu/)
22:26:03	30299/30299	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:23:05%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=3.0.6	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive7c45.css	(from https://kitpro.site/tutturu/)
22:26:03	445765/445765	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:23:05%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.0.6	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles7c45.css	(from https://kitpro.site/tutturu/)
22:26:04	58071/58071	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://kitpro.site/tutturu/)
22:26:04	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://kitpro.site/tutturu/)
22:26:05	677/677	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://kitpro.site/tutturu/)
22:26:05	675/675	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://kitpro.site/tutturu/)
22:26:06	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Dec%202023%2002:32:30%20GMT	https://kitpro.site/tutturu/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-includes/js/jquery/jquery.minf43b.js	(from https://kitpro.site/tutturu/)
22:26:06	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2006:37:03%20GMT	https://kitpro.site/tutturu/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://kitpro.site/tutturu/)
22:26:07	7/7	---M--	200	added ('OK')	application/javascript	date:Fri,%2015%20Oct%202021%2006:31:37%20GMT	https://kitpro.site/tutturu/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min.js?ver=1.0.21	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/template-kit-export/public/assets/js/template-kit-export-public.min365c.js	(from https://kitpro.site/tutturu/)
22:26:08	101463/101463	---M-Z	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2016:56:07%20GMT	https://kitpro.site/tutturu/wp-json/wp/v2/pages/915	D:/New%20folder/kavi/kitpro.site/tutturu/wp-json/wp/v2/pages/915.json	(from https://kitpro.site/tutturu/)
22:26:08	207104/207104	---MCZ	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2016:56:07%20GMT	https://kitpro.site/tutturu/wp-json/	D:/New%20folder/kavi/kitpro.site/tutturu/wp-json/index.html	(from https://kitpro.site/tutturu/)
22:26:09	828/828	---M-Z	200	added ('OK')	text/xml	date:Thu,%2011%20Apr%202024%2016:56:08%20GMT	https://kitpro.site/tutturu/xmlrpc.php?rsd	D:/New%20folder/kavi/kitpro.site/tutturu/xmlrpc0db0.php	(from https://kitpro.site/tutturu/)
22:26:09	2035/2035	---M-Z	200	added ('OK')	application/json	date:Thu,%2011%20Apr%202024%2016:56:09%20GMT	https://kitpro.site/tutturu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkitpro.site%2Ftutturu%2F	D:/New%20folder/kavi/kitpro.site/tutturu/wp-json/oembed/1.0/embed184f.json	(from https://kitpro.site/tutturu/)
22:26:10	2193/2193	---M-Z	200	added ('OK')	text/xml	date:Thu,%2011%20Apr%202024%2016:56:09%20GMT	https://kitpro.site/tutturu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fkitpro.site%2Ftutturu%2F&format=xml	D:/New%20folder/kavi/kitpro.site/tutturu/wp-json/oembed/1.0/embed104f	(from https://kitpro.site/tutturu/)
22:26:11	16862/16862	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Feb%202022%2001:59:24%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Tutturu.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Tutturu.png	(from https://kitpro.site/tutturu/)
22:26:11	5526/5526	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2007:07:16%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/6-teaching_256g2.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/6-teaching_256g2.png	(from https://kitpro.site/tutturu/)
22:26:11	140602/140602	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:11%20GMT	https://kitpro.site/tutturu/template-kit/home/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/home/index.html	(from https://kitpro.site/tutturu/)
22:26:12	84289/84289	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Feb%202022%2001:47:51%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning10072005-copy.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning10072005-copy.png	(from https://kitpro.site/tutturu/)
22:26:12	4110/4110	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2007:09:15%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/11-grade_256g2.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/11-grade_256g2.png	(from https://kitpro.site/tutturu/)
22:26:12	106749/106749	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:11%20GMT	https://kitpro.site/tutturu/template-kit/team/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/team/index.html	(from https://kitpro.site/tutturu/)
22:26:12	117099/117099	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:12%20GMT	https://kitpro.site/tutturu/template-kit/course/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/course/index.html	(from https://kitpro.site/tutturu/)
22:26:13	4147/4147	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2007:09:15%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/15-certificate_256g2.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/15-certificate_256g2.png	(from https://kitpro.site/tutturu/)
22:26:13	85636/85636	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:12%20GMT	https://kitpro.site/tutturu/template-kit/about/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/about/index.html	(from https://kitpro.site/tutturu/)
22:26:13	90110/90110	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:12%20GMT	https://kitpro.site/tutturu/template-kit/pricing/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/pricing/index.html	(from https://kitpro.site/tutturu/)
22:26:13	4216/4216	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2007:09:14%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/4-rating_256g2.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/4-rating_256g2.png	(from https://kitpro.site/tutturu/)
22:26:14	105692/105692	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:13%20GMT	https://kitpro.site/tutturu/template-kit/testimonial/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/testimonial/index.html	(from https://kitpro.site/tutturu/)
22:26:14	67794/67794	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:13%20GMT	https://kitpro.site/tutturu/template-kit/faq/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/faq/index.html	(from https://kitpro.site/tutturu/)
22:26:14	65762/65762	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Feb%202022%2001:54:21%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning100720014-copy.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning100720014-copy.png	(from https://kitpro.site/tutturu/)
22:26:14	88151/88151	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:13%20GMT	https://kitpro.site/tutturu/template-kit/blog/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/blog/index.html	(from https://kitpro.site/tutturu/)
22:26:14	61065/61065	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:14%20GMT	https://kitpro.site/tutturu/template-kit/404/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/404/index.html	(from https://kitpro.site/tutturu/)
22:26:14	75097/75097	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2002:03:08%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/focus-girl-trying-to-solve-mathematical-equation-2021-08-26-20-16-10-utc-copy-1024x684.jpg	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/focus-girl-trying-to-solve-mathematical-equation-2021-08-26-20-16-10-utc-copy-1024x684.jpg	(from https://kitpro.site/tutturu/)
22:26:15	88377/88377	---MCZ	200	added ('OK')	text/html	date:Thu,%2011%20Apr%202024%2016:56:14%20GMT	https://kitpro.site/tutturu/template-kit/contact-us/	D:/New%20folder/kavi/kitpro.site/tutturu/template-kit/contact-us/index.html	(from https://kitpro.site/tutturu/)
22:26:15	95732/95732	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2002:03:14%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/science-class-2021-08-26-19-52-18-utc-1024x684.jpg	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/science-class-2021-08-26-19-52-18-utc-1024x684.jpg	(from https://kitpro.site/tutturu/)
22:26:15	76280/76280	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2002:03:10%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/happy-chinese-teenager-girl-using-laptop-learning-2022-02-02-06-12-22-utc-1024x683.jpg	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/happy-chinese-teenager-girl-using-laptop-learning-2022-02-02-06-12-22-utc-1024x683.jpg	(from https://kitpro.site/tutturu/)
22:26:16	81053/81053	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2002:03:03%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/children-learning-to-read-in-english-2021-12-09-20-28-07-utc-1024x683.jpg	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/children-learning-to-read-in-english-2021-12-09-20-28-07-utc-1024x683.jpg	(from https://kitpro.site/tutturu/)
22:26:17	79603/79603	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2002:03:07%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/creative-asian-girl-having-arts-and-crafts-lesson-2022-02-02-06-11-13-utc-1024x683.jpg	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/creative-asian-girl-having-arts-and-crafts-lesson-2022-02-02-06-11-13-utc-1024x683.jpg	(from https://kitpro.site/tutturu/)
22:26:17	91565/91565	---M--	200	added ('OK')	image/jpeg	date:Fri,%2011%20Feb%202022%2002:03:12%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/kids-with-teacher-in-class-2021-09-24-04-19-57-utc-1024x683.jpg	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/kids-with-teacher-in-class-2021-09-24-04-19-57-utc-1024x683.jpg	(from https://kitpro.site/tutturu/)
22:26:17	26804/26804	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Feb%202022%2002:04:14%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/avatar2.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/avatar2.png	(from https://kitpro.site/tutturu/)
22:26:18	26383/26383	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Feb%202022%2002:04:15%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/avatar3.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/avatar3.png	(from https://kitpro.site/tutturu/)
22:26:18	31769/31769	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Feb%202022%2002:04:14%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/avatar1.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/avatar1.png	(from https://kitpro.site/tutturu/)
22:26:19	0/0	---M--	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:23:19%20GMT	https://kitpro.site/tutturu/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles.css?ver=1.3.0	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/jeg-elementor-kit/lib/jeg-framework/assets/css/jeg-dynamic-styles6f3e.css	(from https://kitpro.site/tutturu/)
22:26:19	75684/75684	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2002:15:45%20GMT	https://kitpro.site/tutturu/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.16	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend88a1.css	(from https://kitpro.site/tutturu/)
22:26:19	59344/59344	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.20.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min78fb.css	(from https://kitpro.site/tutturu/)
22:26:19	77070/77070	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Feb%202022%2007:19:06%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning100720010-Converted0.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning100720010-Converted0.png	(from https://kitpro.site/tutturu/)
22:26:20	521050/521050	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Feb%202022%2007:35:52%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning10072004-Converted-761x1024.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/Elearning10072004-Converted-761x1024.png	(from https://kitpro.site/tutturu/)
22:26:20	26702/26702	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.20.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min78fb.css	(from https://kitpro.site/tutturu/)
22:26:20	11024/11024	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jan%202024%2002:10:30%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-200.css?ver=1705457430	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/elementor/css/post-2004fdc.css	(from https://kitpro.site/tutturu/)
22:26:20	121214/121214	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Feb%202022%2006:54:18%20GMT	https://kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/ava2.png	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/uploads/sites/69/2022/02/ava2.png	(from https://kitpro.site/tutturu/)
22:26:21	115949/115949	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2002:16:45%20GMT	https://kitpro.site/tutturu/wp-content/plugins/metform/public/assets/css/metform-ui.css?ver=3.5.0	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/metform/public/assets/css/metform-ui3b71.css	(from https://kitpro.site/tutturu/)
22:26:21	25292/25292	---M-Z	200	added ('OK')	text/css	date:Thu,%2021%20Sep%202023%2002:16:45%20GMT	https://kitpro.site/tutturu/wp-content/plugins/metform/public/assets/css/style.css?ver=3.5.0	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/metform/public/assets/css/style3b71.css	(from https://kitpro.site/tutturu/)
22:26:21	18468/18468	---M-Z	200	added ('OK')	text/css	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.20.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/animations/animations.min78fb.css	(from https://kitpro.site/tutturu/)
22:26:21	1827/1827	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2021%20Sep%202023%2002:17:22%20GMT	https://kitpro.site/tutturu/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=1.0.0	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/themes/hello-elementor/assets/js/hello-frontend.min8a54.js	(from https://kitpro.site/tutturu/)
22:26:22	40/40	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:23:05%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=3.0.6	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script7c45.js	(from https://kitpro.site/tutturu/)
22:26:23	137549/137549	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:23:06%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=3.0.6	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts7c45.js	(from https://kitpro.site/tutturu/)
22:26:23	4997/4997	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.20.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/js/webpack.runtime.min78fb.js	(from https://kitpro.site/tutturu/)
22:26:23	60168/60168	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:19:53%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.20.1	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/js/frontend-modules.min78fb.js	(from https://kitpro.site/tutturu/)
22:26:23	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2003:19:54%20GMT	https://kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	D:/New%20folder/kavi/kitpro.site/tutturu/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://kitpro.site/tutturu/)
22:26:24	21438/21438	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Sep%202023%2006:37:03%20GMT	https://kitpro.site/tutturu/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	D:/New%20folder/kavi/kitpro.site/tutturu/wp-includes/js/jquery/ui/core.min3f14.js	(from https://kitpro.site/tutturu/)
